,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
241,Baetica,NOMpro,13,9,2,2,0,15,0.00028448258265690495,0.0325626831650928,0.0041144248994023115,< 0.05
242,deduco,VER,13,4,0,4,5,15,0.00028448258265690495,0.0325626831650928,0.0041144248994023115,< 0.05
243,inclutus,ADJqua,12,3,3,3,3,6,0.0002841209142340167,0.03005786138316259,0.0016457699597609246,< 0.05
244,uerto,VER,17,4,3,4,6,52,0.0002831863064155232,0.042581970292813666,0.014263339651261347,< 0.05
245,ferme,ADV,13,6,2,3,2,16,0.0002817396327239701,0.0325626831650928,0.0043887198926957985,< 0.05
246,Persis,NOMpro,13,0,0,0,13,16,0.0002817396327239701,0.0325626831650928,0.0043887198926957985,< 0.05
247,desero2,VER,12,1,1,4,6,7,0.0002813779643010818,0.03005786138316259,0.0019200649530544118,< 0.05
248,Rhenus,NOMpro,12,2,10,0,0,7,0.0002813779643010818,0.03005786138316259,0.0019200649530544118,< 0.05
249,ripa,NOMcom,13,1,2,2,8,17,0.0002789966827910352,0.0325626831650928,0.004663014885989286,< 0.05
250,amplus,ADJqua,19,6,1,2,10,72,0.00027842374339543004,0.0475916138566741,0.019749239517131093,< 0.05
251,ubi3,CONsub,23,3,0,8,12,110,0.0002743845172211135,0.05761090098439497,0.030172449262283615,< 0.05
252,diues,ADJqua,12,3,0,2,7,10,0.00027314911450227716,0.03005786138316259,0.002742949932934874,< 0.05
253,foederatus,ADJqua,11,7,4,0,0,1,0.0002727874460793889,0.027553039601232374,0.0002742949932934874,< 0.05
254,immensus,ADJqua,18,4,4,7,3,65,0.000272576175106672,0.045086792074743885,0.01782917456407668,< 0.05
255,tertius,NOMpro,15,5,5,4,1,38,0.00027149116983800716,0.037572326728953234,0.010423209745152522,< 0.05
256,nauis,NOMcom,20,5,4,2,9,84,0.00027055656201951364,0.05009643563860431,0.02304077943665294,< 0.05
257,Gades,NOMpro,12,3,4,2,3,11,0.0002704061645693423,0.03005786138316259,0.0030172449262283615,< 0.05
258,Augusta,NOMpro,12,8,2,2,0,12,0.0002676632146364074,0.03005786138316259,0.0032915399195218493,< 0.05
259,10,ADJcar,26,7,7,5,7,140,0.00026724067269097375,0.0651253663301856,0.03840129906108824,< 0.05
260,trado,VER,79,11,17,17,34,624,0.00026720844957350896,0.19788092077248706,0.17116007581513615,> 0.05
261,Sicilia,NOMpro,16,10,1,2,3,49,0.0002663669383950257,0.040077148510883454,0.013440454671380882,< 0.05
262,prope1,ADV,23,3,4,6,10,113,0.0002661556674223089,0.05761090098439497,0.030995334242164076,< 0.05
263,liberi,NOMcom,13,1,9,1,2,22,0.0002652819331263608,0.0325626831650928,0.006034489852456723,< 0.05
264,pons,NOMcom,12,1,4,4,3,13,0.00026492026470347255,0.03005786138316259,0.0035658349128153367,< 0.05
265,irrumpo,VER,11,3,3,1,4,4,0.00026455859628058423,0.027553039601232374,0.0010971799731739496,< 0.05
266,pedes,NOMcom,11,1,0,0,10,4,0.00026455859628058423,0.027553039601232374,0.0010971799731739496,< 0.05
267,continens3,ADJqua,11,0,3,5,3,4,0.00026455859628058423,0.027553039601232374,0.0010971799731739496,< 0.05
268,hora,NOMcom,24,1,0,1,22,123,0.0002637743859122623,0.06011572276632518,0.03373828417509895,< 0.05
269,Artemidorus,NOMpro,12,0,2,4,6,14,0.00026217731477053765,0.03005786138316259,0.0038401299061088237,< 0.05
270,Atlanticus,ADJqua,11,6,1,1,3,5,0.0002618156463476494,0.027553039601232374,0.001371474966467437,< 0.05
271,120,ADJcar,12,4,2,0,6,15,0.0002594343648376028,0.03005786138316259,0.0041144248994023115,< 0.05
272,Hadriaticus,ADJqua,11,9,1,0,1,6,0.0002590726964147145,0.027553039601232374,0.0016457699597609246,< 0.05
273,70,ADJcar,11,1,1,2,7,7,0.0002563297464817796,0.027553039601232374,0.0019200649530544118,< 0.05
274,13,ADJcar,15,4,3,1,7,44,0.0002550334702403979,0.037572326728953234,0.012068979704913446,< 0.05
275,tertius,ADJcar,13,2,3,2,6,26,0.0002543101333946213,0.0325626831650928,0.007131669825630673,< 0.05
276,claritas,NOMcom,18,5,5,5,3,72,0.0002533755255761279,0.045086792074743885,0.019749239517131093,< 0.05
277,Graeci,NOMpro,40,20,8,5,7,273,0.0002531033810808655,0.10019287127720862,0.07488253316912206,> 0.05
278,Aethiopia,NOMpro,15,0,0,8,7,45,0.00025229052030746303,0.037572326728953234,0.012343274698206933,< 0.05
279,1000,ADJcar,13,3,4,2,4,27,0.00025156718346168645,0.0325626831650928,0.0074059648189241595,< 0.05
280,Lusitania,NOMpro,11,5,5,0,1,9,0.00025084384661590986,0.027553039601232374,0.0024686549396413866,< 0.05
281,Macedonia,NOMpro,13,1,11,0,1,28,0.0002488242335287516,0.0325626831650928,0.007680259812217647,< 0.05
282,Cappadocia,NOMpro,13,0,1,7,5,28,0.0002488242335287516,0.0325626831650928,0.007680259812217647,< 0.05
283,Forum,NOMpro,10,9,0,0,1,1,0.0002477392282600867,0.025048217819302155,0.0002742949932934874,< 0.05
284,62,ADJcar,10,1,3,3,3,1,0.0002477392282600867,0.025048217819302155,0.0002742949932934874,< 0.05
285,Apamea,NOMpro,10,0,0,5,5,1,0.0002477392282600867,0.025048217819302155,0.0002742949932934874,< 0.05
286,Characes,NOMpro,10,0,0,0,10,1,0.0002477392282600867,0.025048217819302155,0.0002742949932934874,< 0.05
287,Apollo,NOMpro,16,0,6,7,3,56,0.00024716628886448154,0.040077148510883454,0.015360519624435295,< 0.05
288,dextera,NOMcom,15,3,2,4,6,47,0.0002468046204415933,0.037572326728953234,0.012891864684793908,< 0.05
289,memoro,VER,13,5,3,2,3,29,0.0002460812835958167,0.0325626831650928,0.007954554805511136,< 0.05
290,Persicus,ADJqua,13,0,0,0,13,29,0.0002460812835958167,0.0325626831650928,0.007954554805511136,< 0.05
291,transitus,NOMcom,12,4,1,1,6,21,0.00024297666523999354,0.03005786138316259,0.005760194859163235,< 0.05
292,fossa,NOMcom,11,6,1,1,3,13,0.0002398720468841704,0.027553039601232374,0.0035658349128153367,< 0.05
293,Thracia,NOMpro,11,0,9,0,2,13,0.0002398720468841704,0.027553039601232374,0.0035658349128153367,< 0.05
294,Antiochus,NOMpro,11,0,0,1,10,13,0.0002398720468841704,0.027553039601232374,0.0035658349128153367,< 0.05
295,18,ADJcar,12,3,2,3,4,23,0.0002374907653741238,0.03005786138316259,0.006308784845750211,< 0.05
296,dico?,VER,12,2,3,4,3,23,0.0002374907653741238,0.03005786138316259,0.006308784845750211,< 0.05
297,nemus,NOMcom,11,2,5,3,1,14,0.00023712909695123552,0.027553039601232374,0.0038401299061088237,< 0.05
298,utrimque,ADV,14,3,4,2,5,42,0.0002354711522869655,0.03506750494702302,0.01152038971832647,< 0.05
299,Sarmatae,NOMpro,10,0,5,0,5,6,0.0002340244785954123,0.025048217819302155,0.0016457699597609246,< 0.05
300,septentrionalis,ADJqua,12,2,5,2,3,25,0.00023200486550825405,0.03005786138316259,0.006857374832337185,< 0.05
301,palus2,NOMcom,11,3,2,4,2,16,0.00023164319708536576,0.027553039601232374,0.0043887198926957985,< 0.05
302,appono,VER,16,4,3,5,4,62,0.00023070858926687232,0.040077148510883454,0.01700628958419622,< 0.05
303,significo,VER,15,2,2,1,10,53,0.00023034692084398402,0.037572326728953234,0.014537634644554834,< 0.05
304,classis,NOMcom,12,1,0,3,8,26,0.00022926191557531917,0.03005786138316259,0.007131669825630673,< 0.05
305,Polybius,NOMpro,10,1,4,3,2,8,0.00022853857872954256,0.025048217819302155,0.0021943599463478992,< 0.05
306,Padus,NOMpro,11,11,0,0,0,18,0.00022615729721949603,0.027553039601232374,0.004937309879282773,< 0.05
307,Delos,NOMpro,10,0,9,0,1,9,0.00022579562879660768,0.025048217819302155,0.0024686549396413866,< 0.05
308,Aegaeus,ADJqua,9,0,6,3,0,0,0.00022543396037371941,0.022543396037371943,0.0,< 0.05
309,tam,ADV,24,13,3,3,5,137,0.00022537308685117405,0.06011572276632518,0.037578414081207774,< 0.05
310,saltus2,NOMcom,10,2,5,3,0,10,0.0002230526788636728,0.025048217819302155,0.002742949932934874,< 0.05
311,introitus,NOMcom,10,0,2,1,7,10,0.0002230526788636728,0.025048217819302155,0.002742949932934874,< 0.05
312,Graecia,NOMpro,17,7,7,2,1,74,0.000222841407890956,0.042581970292813666,0.020297829503718067,< 0.05
313,contribuo,VER,9,4,3,2,0,1,0.00022269101044078453,0.022543396037371943,0.0002742949932934874,< 0.05
314,Canopicus,ADJqua,9,0,0,9,0,1,0.00022269101044078453,0.022543396037371943,0.0002742949932934874,< 0.05
315,Indi,NOMpro,15,0,0,0,15,56,0.00022211807104517941,0.037572326728953234,0.015360519624435295,< 0.05
316,Carmania,NOMpro,10,0,0,0,10,11,0.00022030972893073792,0.025048217819302155,0.0030172449262283615,< 0.05
317,amoenus,ADJqua,9,2,1,3,3,2,0.00021994806050784966,0.022543396037371943,0.0005485899865869748,< 0.05
318,Thessalia,NOMpro,10,0,9,0,1,12,0.00021756677899780304,0.025048217819302155,0.0032915399195218493,< 0.05
319,incolo2,VER,9,0,3,2,4,3,0.0002172051105749148,0.022543396037371943,0.0008228849798804623,< 0.05
320,Lycus,NOMpro,9,0,0,4,5,3,0.0002172051105749148,0.022543396037371943,0.0008228849798804623,< 0.05
321,occidens,VER,10,0,5,4,1,13,0.0002148238290648682,0.025048217819302155,0.0035658349128153367,< 0.05
322,Scythicus,ADJqua,10,0,1,1,8,13,0.0002148238290648682,0.025048217819302155,0.0035658349128153367,< 0.05
323,11,ADJcar,13,2,4,3,4,41,0.00021316588440059822,0.0325626831650928,0.011246094725032985,< 0.05
324,scopulus,NOMcom,10,2,2,4,2,14,0.0002120808791319333,0.025048217819302155,0.0038401299061088237,< 0.05
325,uestigium,NOMcom,15,4,1,5,5,60,0.00021114627131343992,0.037572326728953234,0.016457699597609246,< 0.05
326,arma,NOMcom,12,0,2,2,8,33,0.00021006126604477507,0.03005786138316259,0.009051734778685084,< 0.05
327,flecto,VER,10,5,1,1,3,15,0.00020933792919899843,0.025048217819302155,0.0041144248994023115,< 0.05
328,decurro,VER,9,2,0,1,6,6,0.00020897626077611016,0.022543396037371943,0.0016457699597609246,< 0.05
329,Borysthenes,NOMpro,9,0,7,0,2,6,0.00020897626077611016,0.022543396037371943,0.0016457699597609246,< 0.05
330,includo,VER,20,3,2,7,8,107,0.00020746871356201155,0.05009643563860431,0.029349564282403155,< 0.05
331,collis,NOMcom,12,5,2,1,4,35,0.0002045753661789053,0.03005786138316259,0.00960032476527206,< 0.05
332,Phoenice,NOMpro,10,1,1,7,1,17,0.00020385202933312867,0.025048217819302155,0.004663014885989286,< 0.05
333,Sardinia,NOMpro,9,6,0,2,1,8,0.00020349036091024043,0.022543396037371943,0.0021943599463478992,< 0.05
334,Trogodytae,NOMpro,10,0,1,3,6,18,0.00020110907940019382,0.025048217819302155,0.004937309879282773,< 0.05
335,Babylon,NOMpro,10,0,0,2,8,18,0.00020110907940019382,0.025048217819302155,0.004937309879282773,< 0.05
336,Gallia,NOMpro,17,6,7,0,4,82,0.000200897808427477,0.042581970292813666,0.02249218945006597,< 0.05
337,Ana,NOMpro,8,5,3,0,0,0,0.00020038574255441726,0.020038574255441727,0.0,< 0.05
338,Cimmerius,NOMpro,8,1,3,0,4,0,0.00020038574255441726,0.020038574255441727,0.0,< 0.05
339,emporium,NOMcom,8,0,0,2,6,0,0.00020038574255441726,0.020038574255441727,0.0,< 0.05
340,obtineo,VER,15,0,1,5,9,64,0.00020017447158170043,0.037572326728953234,0.017554879570783194,< 0.05
341,tendo,VER,11,2,1,4,4,28,0.0001987277978901473,0.027553039601232374,0.007680259812217647,< 0.05
342,uersus1,NOMcom,11,1,1,3,6,28,0.0001987277978901473,0.027553039601232374,0.007680259812217647,< 0.05
343,22,ADJcar,10,1,5,3,1,19,0.00019836612946725894,0.025048217819302155,0.005211604872576261,< 0.05
344,tres,ADJcar,32,7,8,8,9,220,0.00019809398497199675,0.08015429702176691,0.06034489852456723,> 0.05
345,silua,NOMcom,15,2,2,3,8,65,0.00019743152164876555,0.037572326728953234,0.01782917456407668,< 0.05
346,uicinus2,ADJqua,11,2,0,5,4,29,0.00019598484795721238,0.027553039601232374,0.007954554805511136,< 0.05
347,capax,ADJqua,10,4,2,1,3,20,0.00019562317953432406,0.025048217819302155,0.005485899865869748,< 0.05
348,claudo1,VER,10,1,2,1,6,20,0.00019562317953432406,0.025048217819302155,0.005485899865869748,< 0.05
349,determino,VER,9,2,1,2,4,11,0.0001952615111114358,0.022543396037371943,0.0030172449262283615,< 0.05
350,Celticus,NOMpro,8,1,6,0,1,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
351,112,ADJcar,8,2,2,1,3,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
352,38,ADJcar,8,0,5,2,1,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
353,625,ADJcar,8,0,1,1,6,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
354,Syene,NOMpro,8,0,0,1,7,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
355,Lycaonia,NOMpro,8,0,0,7,1,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
356,Indus,NOMpro,8,0,0,0,8,2,0.0001948998426885475,0.020038574255441727,0.0005485899865869748,< 0.05
357,initium,NOMcom,15,2,1,4,8,66,0.00019468857171583067,0.037572326728953234,0.018103469557370168,< 0.05
358,stagnum1,NOMcom,12,4,2,4,2,39,0.0001936035664471658,0.03005786138316259,0.01069750473844601,< 0.05
359,citra2,PRE,11,5,1,2,3,30,0.00019324189802427753,0.027553039601232374,0.008228849798804623,< 0.05
360,deleo,VER,9,6,0,0,3,12,0.00019251856117850091,0.022543396037371943,0.0032915399195218493,< 0.05
361,dego,VER,9,0,2,1,6,12,0.00019251856117850091,0.022543396037371943,0.0032915399195218493,< 0.05
362,Hiberia,NOMpro,8,1,1,0,6,3,0.00019215689275561265,0.020038574255441727,0.0008228849798804623,< 0.05
363,Oriens,NOMpro,8,0,1,2,5,3,0.00019215689275561265,0.020038574255441727,0.0008228849798804623,< 0.05
364,mediterraneum,ADJqua,8,2,1,3,2,4,0.00018941394282267777,0.020038574255441727,0.0010971799731739496,< 0.05
365,diruo,VER,8,0,1,1,6,4,0.00018941394282267777,0.020038574255441727,0.0010971799731739496,< 0.05
366,Macedones,NOMpro,8,0,0,3,5,4,0.00018941394282267777,0.020038574255441727,0.0010971799731739496,< 0.05
367,Boeotia,NOMpro,9,0,8,1,0,14,0.00018703266131263118,0.022543396037371943,0.0038401299061088237,< 0.05
368,87,ADJcar,8,1,3,1,3,5,0.0001866709928897429,0.020038574255441727,0.001371474966467437,< 0.05
369,frons1,NOMcom,14,3,5,0,6,60,0.00018609805349413777,0.03506750494702302,0.016457699597609246,< 0.05
370,meridianus,ADJqua,10,0,2,5,3,24,0.00018465137980258454,0.025048217819302155,0.006583079839043699,< 0.05
371,praefectus,NOMcom,9,1,0,1,7,15,0.0001842897113796963,0.022543396037371943,0.0041144248994023115,< 0.05
372,Achaia,NOMpro,9,0,8,0,1,15,0.0001842897113796963,0.022543396037371943,0.0041144248994023115,< 0.05
373,pono,VER,24,3,5,1,15,152,0.00018422883785715094,0.06011572276632518,0.04169283898061009,> 0.05
374,piget,VER,8,1,2,3,2,6,0.000183928042956808,0.020038574255441727,0.0016457699597609246,< 0.05
375,Germania,NOMpro,10,1,8,0,1,25,0.0001819084298696497,0.025048217819302155,0.006857374832337185,< 0.05
376,natio1,NOMcom,10,0,0,6,4,25,0.0001819084298696497,0.025048217819302155,0.006857374832337185,< 0.05
377,Gaditanus,ADJqua,8,3,2,1,2,7,0.00018118509302387313,0.020038574255441727,0.0019200649530544118,< 0.05
378,immunis,ADJqua,8,4,2,2,0,7,0.00018118509302387313,0.020038574255441727,0.0019200649530544118,< 0.05
379,planities,NOMcom,8,1,1,1,5,7,0.00018118509302387313,0.020038574255441727,0.0019200649530544118,< 0.05
380,conterminus2,ADJqua,8,1,1,6,0,7,0.00018118509302387313,0.020038574255441727,0.0019200649530544118,< 0.05
381,Maeotis,NOMpro,8,0,4,1,3,7,0.00018118509302387313,0.020038574255441727,0.0019200649530544118,< 0.05
382,aduersus1,ADJqua,12,2,2,3,5,44,0.00017988881678249142,0.03005786138316259,0.012068979704913446,< 0.05
383,defluo,VER,11,2,4,1,4,35,0.00017952714835960316,0.027553039601232374,0.00960032476527206,< 0.05
384,nusquam,ADVneg,10,3,3,0,4,26,0.0001791654799367148,0.025048217819302155,0.007131669825630673,< 0.05
385,imperium,NOMcom,11,3,2,2,4,36,0.00017678419842666828,0.027553039601232374,0.009874619758565547,< 0.05
386,Romani,NOMpro,11,3,3,2,3,36,0.00017678419842666828,0.027553039601232374,0.009874619758565547,< 0.05
387,iterum,ADV,17,1,1,7,8,91,0.0001762112590310631,0.042581970292813666,0.024960844389707356,< 0.05
388,terminus,NOMcom,8,3,2,1,2,9,0.0001756991931580034,0.020038574255441727,0.0024686549396413866,< 0.05
389,aditus,NOMcom,8,1,0,2,5,9,0.0001756991931580034,0.020038574255441727,0.0024686549396413866,< 0.05
390,illinc,ADV,8,0,4,2,2,9,0.0001756991931580034,0.020038574255441727,0.0024686549396413866,< 0.05
391,175,ADJcar,7,3,0,1,3,0,0.0001753375247351151,0.01753375247351151,0.0,< 0.05
392,stipendiarius2,ADJqua,7,5,1,1,0,0,0.0001753375247351151,0.01753375247351151,0.0,< 0.05
393,mediterraneum,NOMcom,7,2,1,3,1,0,0.0001753375247351151,0.01753375247351151,0.0,< 0.05
394,Milesii,NOMpro,7,0,2,2,3,0,0.0001753375247351151,0.01753375247351151,0.0,< 0.05
395,tetrarchia,NOMcom,7,0,0,7,0,0,0.0001753375247351151,0.01753375247351151,0.0,< 0.05
396,murus,NOMcom,12,2,5,1,4,46,0.0001744029169166217,0.03005786138316259,0.012617569691500422,< 0.05
397,Graecus,NOMpro,9,3,3,1,2,19,0.0001733179116479568,0.022543396037371943,0.005211604872576261,< 0.05
398,Apenninus,NOMpro,8,7,0,0,1,10,0.00017295624322506852,0.020038574255441727,0.002742949932934874,< 0.05
399,Neapolis,NOMpro,8,2,1,4,1,10,0.00017295624322506852,0.020038574255441727,0.002742949932934874,< 0.05
400,35,ADJcar,8,0,4,2,2,10,0.00017295624322506852,0.020038574255441727,0.002742949932934874,< 0.05
401,8,ADJcar,15,2,1,3,9,74,0.0001727449722523517,0.037572326728953234,0.020297829503718067,< 0.05
402,tantumdem2,ADV,7,2,1,1,3,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
403,Megara,NOMpro,7,2,4,0,1,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
404,Epidaurum,NOMpro,7,3,3,1,0,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
405,Aetolia,NOMpro,7,0,6,0,1,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
406,Doris,NOMpro,7,0,3,3,1,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
407,Achaei,NOMpro,7,0,3,1,3,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
408,375,ADJcar,7,0,1,2,4,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
409,Petra,NOMpro,7,0,0,2,5,1,0.00017259457480218023,0.01753375247351151,0.0002742949932934874,< 0.05
410,Creta,NOMpro,12,1,7,1,3,47,0.0001716599669836868,0.03005786138316259,0.012891864684793908,< 0.05
411,dux,NOMcom,11,6,0,3,2,38,0.00017129829856079855,0.027553039601232374,0.010423209745152522,< 0.05
412,septem,ADJcar,10,4,1,3,2,29,0.00017093663013791017,0.025048217819302155,0.007954554805511136,< 0.05
413,castra2,NOMcom,10,3,2,5,0,29,0.00017093663013791017,0.025048217819302155,0.007954554805511136,< 0.05
414,intersum1,VER,10,1,1,1,7,29,0.00017093663013791017,0.025048217819302155,0.007954554805511136,< 0.05
415,oriens,NOMcom,9,0,1,4,4,20,0.00017057496171502193,0.022543396037371943,0.005485899865869748,< 0.05
416,orbis,NOMcom,24,8,2,6,8,157,0.00017051408819247657,0.06011572276632518,0.04306431394707752,> 0.05
417,300,ADJcar,8,1,1,1,5,11,0.00017021329329213364,0.020038574255441727,0.0030172449262283615,< 0.05
418,ultimus,ADJqua,8,0,2,3,3,11,0.00017021329329213364,0.020038574255441727,0.0030172449262283615,< 0.05
419,37,ADJcar,7,1,2,2,2,2,0.00016985162486924535,0.01753375247351151,0.0005485899865869748,< 0.05
420,Timosthenes,NOMpro,7,0,0,3,4,2,0.00016985162486924535,0.01753375247351151,0.0005485899865869748,< 0.05
421,Heniochi,NOMpro,7,0,0,0,7,2,0.00016985162486924535,0.01753375247351151,0.0005485899865869748,< 0.05
422,quintus,ADJord,12,2,2,1,7,48,0.00016891701705075193,0.03005786138316259,0.013166159678087397,< 0.05
423,Rhodus,NOMpro,10,0,3,5,2,30,0.00016819368020497532,0.025048217819302155,0.008228849798804623,< 0.05
424,dico2,NOMcom,8,2,2,2,2,12,0.00016747034335919876,0.020038574255441727,0.0032915399195218493,< 0.05
425,longitude,VER,7,1,2,2,2,3,0.0001671086749363105,0.01753375247351151,0.0008228849798804623,< 0.05
426,Uarus,NOMpro,7,7,0,0,0,3,0.0001671086749363105,0.01753375247351151,0.0008228849798804623,< 0.05
427,Argos,NOMpro,7,1,5,0,1,3,0.0001671086749363105,0.01753375247351151,0.0008228849798804623,< 0.05
428,Arsinoe,NOMpro,7,0,0,5,2,3,0.0001671086749363105,0.01753375247351151,0.0008228849798804623,< 0.05
429,maritimus,ADJqua,11,3,0,1,7,40,0.0001658123986949288,0.027553039601232374,0.010971799731739496,< 0.05
430,fertilitas,NOMcom,10,2,3,2,3,31,0.00016545073027204044,0.025048217819302155,0.00850314479209811,< 0.05
431,centum,ADJcar,10,2,2,3,3,31,0.00016545073027204044,0.025048217819302155,0.00850314479209811,< 0.05
432,aliquot,PROind,9,2,2,4,1,22,0.00016508906184915217,0.022543396037371943,0.006034489852456723,< 0.05
433,complures2,ADJqua,9,0,3,1,5,22,0.00016508906184915217,0.022543396037371943,0.006034489852456723,< 0.05
434,Thebae,NOMpro,8,1,6,1,0,13,0.00016472739342626388,0.020038574255441727,0.0035658349128153367,< 0.05
435,amplector,VER,8,1,1,2,4,13,0.00016472739342626388,0.020038574255441727,0.0035658349128153367,< 0.05
436,Galatia,NOMpro,8,0,0,6,2,13,0.00016472739342626388,0.020038574255441727,0.0035658349128153367,< 0.05
437,ulterior,ADJqua,7,4,0,0,3,4,0.00016436572500337562,0.01753375247351151,0.0010971799731739496,< 0.05
438,Timaeus,NOMpro,7,1,4,2,0,4,0.00016436572500337562,0.01753375247351151,0.0010971799731739496,< 0.05
